word	other_form	surface_form	direction	freq	pmi	example_sentence
aiheuttaa	ongelma	aiheuttaa ongelmia	R	1818	4.7752	Mitä tiedät siitä kytästä , joka aiheuttaa ongelmia ?
aiheuttaa	ongelma	aiheuttaa ongelmia	R	1818	4.7752	Hän aiheuttaa ongelmia .
aiheuttaa	ongelma	aiheuttaa ongelmia	R	1818	4.7752	Niin , hän sanoo Radio aiheuttaa ongelmia olemalla mukana joukkueessa .
aiheuttaa	ongelma	aiheuttaa ongelmia	R	1818	4.7752	Tämä aiheuttaa ongelmia kaikille .
aiheuttaa	ongelma	aiheuttaa ongelmia	R	1818	4.7752	Osaat aiheuttaa ongelmia , Gant .
aiheuttaa	ongelma	aiheuttaa ongelmia	R	1818	4.7752	En halua aiheuttaa ongelmia , haluan vain uuden parin .
aiheuttaa	ongelma	aiheuttaa ongelmia	R	1818	4.7752	aloit aiheuttaa ongelmia , sinut sulatettiin .
aiheuttaa	ongelma	aiheuttaa ongelmia	R	1818	4.7752	Asiaan sekaantumisesi aiheuttaa ongelmia .
aiheuttaa	ongelma	aiheuttaa ongelmia	R	1818	4.7752	hän aiheuttaa ongelmia , Minä voin puhua hänen kanssaan .
aiheuttaa	ongelma	aiheuttaa ongelmia	R	1818	4.7752	Oma väkemmekin voi hedelmöittää , liikaa sellaista aiheuttaa ongelmia .
aiheuttaa	ongelma	aiheuttaa ongelmia	R	1818	4.7752	Havaijin vapautusjärjestö aiheuttaa ongelmia .
aiheuttaa	ongelma	aiheuttaa ongelmia	R	1818	4.7752	Emme halua aiheuttaa ongelmia .
aiheuttaa	ongelma	aiheuttaa ongelmia	R	1818	4.7752	Se , sitten olemme eristäneet järjestelmiä , joka aiheuttaa ongelmia ohjelmoinnissa .
aiheuttaa	ongelma	aiheuttaa ongelmia	R	1818	4.7752	Meidän näkökulmastamme majuri Sheppardin omaperäinen luonne aiheuttaa ongelmia .
aiheuttaa	ongelma	aiheuttaa ongelmia	R	1818	4.7752	En tarkoita vain tatuointia sekin voi aiheuttaa ongelmia .
aiheuttaa	ongelma	aiheuttaa ongelmia	R	1818	4.7752	Poikamiehetkin voivat aiheuttaa ongelmia .
aiheuttaa	ongelma	aiheuttaa ongelmia	R	1818	4.7752	hän aiheuttaa ongelmia , lyö häntä .
aiheuttaa	ongelma	aiheuttaa ongelmia	R	1818	4.7752	Ehkä se saattaa aiheuttaa ongelmia muiden apinoiden kanssa .
aiheuttaa	haluta	halua aiheuttaa	L	777	1.4660	En halua aiheuttaa niitä sinulle .
aiheuttaa	haluta	halua aiheuttaa	L	777	1.4660	Olemme kai olleet tarpeeksi kauan emme halua aiheuttaa harmeja teille .
aiheuttaa	haluta	halua aiheuttaa	L	777	1.4660	En halua aiheuttaa ongelmia .
aiheuttaa	haluta	halua aiheuttaa	L	777	1.4660	En halua aiheuttaa harmia minusta tuntuu , hänen toiveitaan pitää kunnioittaa .
aiheuttaa	haluta	halua aiheuttaa	L	777	1.4660	En halua aiheuttaa ongelmia , haluan vain uuden parin .
aiheuttaa	haluta	halua aiheuttaa	L	777	1.4660	Parisi on rasistinen mulkku , et halua aiheuttaa hänelle pahaa mieltä .
aiheuttaa	haluta	halua aiheuttaa	L	777	1.4660	Enkä halua aiheuttaa Lindalle harmia hänen unohduksensa vuoksi .
aiheuttaa	haluta	halua aiheuttaa	L	777	1.4660	, en halua aiheuttaa tehdä mitään sinulle vaikeammaksi .
aiheuttaa	haluta	halua aiheuttaa	L	777	1.4660	Emme halua aiheuttaa huolta .
aiheuttaa	haluta	halua aiheuttaa	L	777	1.4660	En halua aiheuttaa sinulle pahaa oloa .
aiheuttaa	haluta	halua aiheuttaa	L	777	1.4660	Emme halua aiheuttaa ongelmia .
aiheuttaa	haluta	halua aiheuttaa	L	777	1.4660	En halua aiheuttaa teille ongelmia .
aiheuttaa	haluta	halua aiheuttaa	L	777	1.4660	En halua aiheuttaa hankaluuksia .
aiheuttaa	haluta	halua aiheuttaa	L	777	1.4660	Et kai halua aiheuttaa välikohtausta ?
aiheuttaa	haluta	halua aiheuttaa	L	777	1.4660	En halua aiheuttaa teille harmia .
aiheuttaa	haluta	halua aiheuttaa	L	777	1.4660	En halua aiheuttaa ikävyyksiä .
aiheuttaa	haluta	halua aiheuttaa	L	777	1.4660	En kuitenkaan halua aiheuttaa sinulle ongelmia .
aiheuttaa	haluta	halua aiheuttaa	L	777	1.4660	En halua aiheuttaa hänelle sydänkohtausta .
aiheuttaa	haluta	halua aiheuttaa	L	777	1.4660	En halua aiheuttaa turhaa huolta Gleason uskoo , alueella on pantteri .
aiheuttaa	haluta	halua aiheuttaa	L	777	1.4660	En halua aiheuttaa vaivaa .
aiheuttaa	saattaa	saattaa aiheuttaa	L	464	3.4627	Rakennus saattaa aiheuttaa häiriöitä .
aiheuttaa	saattaa	saattaa aiheuttaa	L	464	3.4627	Etkö tiedä on mahdollista lähetys saattaa aiheuttaa hämmennystä
aiheuttaa	saattaa	saattaa aiheuttaa	L	464	3.4627	hän pysyy noin stressautuneena , saa uuden paniikkikohtauksen , se saattaa aiheuttaa ennenaikaisen synnytyksen .
aiheuttaa	saattaa	saattaa aiheuttaa	L	464	3.4627	Asiaan liittyvänä uutisena Maankuvun esikuntapäällikkö Bill Harris ilmoitti äskettäin löydetty uusi muukalaislaji saattaa aiheuttaa huomattavan uhan planetaariselle turvallisuudelle .
aiheuttaa	saattaa	saattaa aiheuttaa	L	464	3.4627	Rantojen kunkku saattaa aiheuttaa naurun purskahduksia laboratoriohiirissä .
aiheuttaa	saattaa	saattaa aiheuttaa	L	464	3.4627	Renkaan aktivointi saattaa aiheuttaa liikehdintää heissä , jotka noudattavat vanhoja tapoja .
aiheuttaa	saattaa	saattaa aiheuttaa	L	464	3.4627	Viimeisimmällä ilmoituksellaan puheenjohtaja painotti , markkinoiden laaja viilentyminen saattaa olla aivan nurkan takana se saattaa aiheuttaa velallisille , velkojille merkittäviä tappioita .
aiheuttaa	saattaa	saattaa aiheuttaa	L	464	3.4627	Ehkä se saattaa aiheuttaa ongelmia muiden apinoiden kanssa .
aiheuttaa	saattaa	saattaa aiheuttaa	L	464	3.4627	Se on asia , joka saattaa aiheuttaa sodan .
aiheuttaa	saattaa	saattaa aiheuttaa	L	464	3.4627	House haluaa pujottaa katetrin potilaan aivoihin , mikä saattaa aiheuttaa verisuonten kouristusta .
aiheuttaa	saattaa	saattaa aiheuttaa	L	464	3.4627	Jokin muu saattaa aiheuttaa syömisongelmanne .
aiheuttaa	saattaa	saattaa aiheuttaa	L	464	3.4627	Kuvissa näkyi pieni luunpala , joka saattaa aiheuttaa painetta näköhermoon .
aiheuttaa	saattaa	saattaa aiheuttaa	L	464	3.4627	Kyllä , se saattaa aiheuttaa välittömän kuoleman .
aiheuttaa	saattaa	saattaa aiheuttaa	L	464	3.4627	Se saattaa aiheuttaa tuhoa joka puolella laitosta .
aiheuttaa	saattaa	saattaa aiheuttaa	L	464	3.4627	meidän alruunamme ovat vasta taimia , ei niiden huuto tapa teitä , se saattaa aiheuttaa monen tunnin tajuttomuuden siksi kaikille on annettu pari korvalappuja suojaksi .
aiheuttaa	saattaa	saattaa aiheuttaa	L	464	3.4627	Järkytys saattaa aiheuttaa reaktion lähipäivinä .
aiheuttaa	saattaa	saattaa aiheuttaa	L	464	3.4627	hänen painonsa nousee ... niin se saattaa aiheuttaa terveydellisiä ongelmia , tuo se esille iltapäivän tilannekatsuksessa .
aiheuttaa	saattaa	saattaa aiheuttaa	L	464	3.4627	Ei siinä ole järkeä , sydämen pysäyttäminen saattaa aiheuttaa aivovaurion .
aiheuttaa	saattaa	saattaa aiheuttaa	L	464	3.4627	Vihollisen tulitus saattaa aiheuttaa liikaa häiriöitä .
aiheuttaa	saattaa	saattaa aiheuttaa	L	464	3.4627	Magneettikentän häirinnän lisäksi , se saattaa aiheuttaa säteilyn kasvua .
aiheuttaa	vahinko	aiheuttaa vahinkoa	R	460	5.1816	-Kuinka aiheuttaa vahinkoa niin veri lentää .
aiheuttaa	vahinko	aiheuttaa vahinkoa	R	460	5.1816	Etsin jotain millä aiheuttaa vahinkoa .
aiheuttaa	vahinko	aiheuttaa vahinkoa	R	460	5.1816	He ovat vain halunneet pitää meidät liikkeessä , voimme aiheuttaa vahinkoa puheillamme .
aiheuttaa	vahinko	aiheuttaa vahinkoa	R	460	5.1816	Osuman täytyi aiheuttaa vahinkoa .
aiheuttaa	vahinko	aiheuttaa vahinkoa	R	460	5.1816	Et voisi aiheuttaa vahinkoa haluaisitkin .
aiheuttaa	vahinko	aiheuttaa vahinkoa	R	460	5.1816	Joten se aiheuttaa vahinkoa panttivangeille heidän nappaajilleen mahdollisille sivullisille .
aiheuttaa	vahinko	aiheuttaa vahinkoa	R	460	5.1816	Liian pitkä aika maksan ohituksessa aiheuttaa vahinkoa .
aiheuttaa	vahinko	aiheuttaa vahinkoa	R	460	5.1816	Sen ei tarvitse enää riivata ketään , se voi aiheuttaa vahinkoa itse .
aiheuttaa	vahinko	aiheuttaa vahinkoa	R	460	5.1816	Morrow voi aiheuttaa vahinkoa vain hän pääsee raportoimaan .
aiheuttaa	vahinko	aiheuttaa vahinkoa	R	460	5.1816	Tämä aiheuttaa vahinkoa poskionteloilleni .
aiheuttaa	vahinko	aiheuttaa vahinkoa	R	460	5.1816	Jonkun piti aiheuttaa vahinkoa , niin päästäisiin läpi .
aiheuttaa	vahinko	aiheuttaa vahinkoa	R	460	5.1816	Siinä on nestettä se saattaa vuotaa aiheuttaa vahinkoa .
aiheuttaa	vahinko	aiheuttaa vahinkoa	R	460	5.1816	Fujita-asteikko mahdollistaa mitata , paljonko tornado aiheuttaa vahinkoa .
aiheuttaa	vahinko	aiheuttaa vahinkoa	R	460	5.1816	kääntää autoja aiheuttaa vahinkoa puurakennuksille .
aiheuttaa	vahinko	aiheuttaa vahinkoa	R	460	5.1816	Se saattaa vuotaa aiheuttaa vahinkoa .
aiheuttaa	vahinko	aiheuttaa vahinkoa	R	460	5.1816	Kissa oli jo aiheuttaa vahinkoa .
aiheuttaa	vahinko	aiheuttaa vahinkoa	R	460	5.1816	Laukku on vuorattu lyijylla , sen avaa varomattomasti , säteily aiheuttaa vahinkoa avaajalle .
aiheuttaa	vahinko	aiheuttaa vahinkoa	R	460	5.1816	Robotti ilmestyy dramaattisesti , aiheuttaa vahinkoa .
aiheuttaa	vahinko	aiheuttaa vahinkoa	R	460	5.1816	Se voi aiheuttaa vahinkoa .
aiheuttaa	vahinko	aiheuttaa vahinkoa	R	460	5.1816	Kolkisiini aiheuttaa vahinkoa tietyssä järjestyksessä .
aiheuttaa	harmi	aiheuttaa harmia	R	439	5.2668	En halua aiheuttaa harmia minusta tuntuu , hänen toiveitaan pitää kunnioittaa .
aiheuttaa	harmi	aiheuttaa harmia	R	439	5.2668	Olemme aina tienneet , OLK aiheuttaa harmia .
aiheuttaa	harmi	aiheuttaa harmia	R	439	5.2668	En halunnut aiheuttaa harmia .
aiheuttaa	harmi	aiheuttaa harmia	R	439	5.2668	Etkö voi selittää hänen isälleen , etten halunnut aiheuttaa harmia ?
aiheuttaa	harmi	aiheuttaa harmia	R	439	5.2668	Eräs räätäli aiheuttaa harmia .
aiheuttaa	harmi	aiheuttaa harmia	R	439	5.2668	Tiedän mokanneeni , tarkoitus ei ollut aiheuttaa harmia .
aiheuttaa	harmi	aiheuttaa harmia	R	439	5.2668	Se voi aiheuttaa harmia monille toisinaan kiristäjä joutuu vankilaan .
aiheuttaa	harmi	aiheuttaa harmia	R	439	5.2668	Näen niin paljon kurjuutta , puolustaudutaan , niitä vastaan , jotka alkavat aiheuttaa harmia .
aiheuttaa	harmi	aiheuttaa harmia	R	439	5.2668	Anna anteeksi tyhmät valheemme , niiden ei ollut tarkoitus aiheuttaa harmia .
aiheuttaa	harmi	aiheuttaa harmia	R	439	5.2668	En halua aiheuttaa harmia .
aiheuttaa	harmi	aiheuttaa harmia	R	439	5.2668	Lisiduolilille se aiheuttaa harmia .
aiheuttaa	harmi	aiheuttaa harmia	R	439	5.2668	Ei hän ehdi aiheuttaa harmia .
aiheuttaa	harmi	aiheuttaa harmia	R	439	5.2668	Odota , emme halua aiheuttaa harmia .
aiheuttaa	harmi	aiheuttaa harmia	R	439	5.2668	Emme yritä aiheuttaa harmia .
aiheuttaa	harmi	aiheuttaa harmia	R	439	5.2668	Kuinka voimme viestiä käärmeille isossa pesässä , emme halunneet aiheuttaa harmia ?
aiheuttaa	harmi	aiheuttaa harmia	R	439	5.2668	Tarkoitukseni ei ollut aiheuttaa harmia , rouva Vernon-Williams .
aiheuttaa	harmi	aiheuttaa harmia	R	439	5.2668	pomosi poikaystäväsi aiheuttaa harmia .
aiheuttaa	harmi	aiheuttaa harmia	R	439	5.2668	En anna minkään kenenkään aiheuttaa harmia vierailijoille .
aiheuttaa	harmi	aiheuttaa harmia	R	439	5.2668	Emme halunneet aiheuttaa harmia .
aiheuttaa	harmi	aiheuttaa harmia	R	439	5.2668	Alex ei halunnut aiheuttaa harmia tehdä rauhan maailman kanssa viimeisinä päivinään
aiheuttaa	paljon	aiheuttaa paljon	R	363	2.2524	Se aiheuttaa paljon ylimääräistä stressiä .
aiheuttaa	paljon	aiheuttaa paljon	R	363	2.2524	Tyttö ehtii aiheuttaa paljon vahinkoa .
aiheuttaa	paljon	aiheuttaa paljon	R	363	2.2524	Tämä aiheuttaa paljon jännitteitä Lyran perheessä .
aiheuttaa	paljon	aiheuttaa paljon	R	363	2.2524	Se , joka ampuu ensin , aiheuttaa paljon kärsimystä .
aiheuttaa	paljon	aiheuttaa paljon	R	363	2.2524	Hän pystyy aiheuttaa paljon tuskaa kärsimystä sillä mustalla laatikolla .
aiheuttaa	paljon	aiheuttaa paljon	R	363	2.2524	Tapahtumat jotka voivat aiheuttaa paljon henkien menetyksiä , olivat oleellisia joten ne annettaisiin NSAlle FBIlle .
aiheuttaa	paljon	aiheuttaa paljon	R	363	2.2524	Se olisi voinut aiheuttaa paljon ongelmia .
aiheuttaa	paljon	aiheuttaa paljon	R	363	2.2524	Se aiheuttaa paljon surua .
aiheuttaa	paljon	aiheuttaa paljon	R	363	2.2524	Tämä olisi voinut aiheuttaa paljon vahinkoa lehdelle ...
aiheuttaa	paljon	aiheuttaa paljon	R	363	2.2524	Vain sen , se on arvokas , aiheuttaa paljon uhreja hyökkäys on menossa .
aiheuttaa	paljon	aiheuttaa paljon	R	363	2.2524	Säätiön johtajana hänellä on resursseja aiheuttaa paljon vahinkoa .
aiheuttaa	paljon	aiheuttaa paljon	R	363	2.2524	Charlene yritti kasvattaa tyttöä parhaans amukaan , menetys voi aiheuttaa paljon kipua .
aiheuttaa	paljon	aiheuttaa paljon	R	363	2.2524	Uskon ilmaston lämpeneminen aiheuttaa paljon suurempia ongelmia sosiaaliturvan puutteet
aiheuttaa	paljon	aiheuttaa paljon	R	363	2.2524	Tuo aiheuttaa paljon tuhoa .
aiheuttaa	paljon	aiheuttaa paljon	R	363	2.2524	Tiedän , se aiheuttaa paljon melua .
aiheuttaa	paljon	aiheuttaa paljon	R	363	2.2524	Teknologiaa , jonka on määrä aiheuttaa paljon siviiliuhreja .
aiheuttaa	paljon	aiheuttaa paljon	R	363	2.2524	suuri ydinlataus purkautuu korkealla ilmassa , se aiheuttaa paljon sähköhäiriöitä .
aiheuttaa	paljon	aiheuttaa paljon	R	363	2.2524	Kehitysvammaisuushan aiheuttaa paljon tuskaa kärsimystä useille perheille .
aiheuttaa	paljon	aiheuttaa paljon	R	363	2.2524	Se aiheuttaa paljon ongelmia .
aiheuttaa	paljon	aiheuttaa paljon	R	363	2.2524	Se aiheuttaa paljon paineita .
aiheuttaa	hankaluus	aiheuttaa hankaluuksia	R	361	6.5894	Haluan kaikkien tietävän , etten aio aiheuttaa hankaluuksia .
aiheuttaa	hankaluus	aiheuttaa hankaluuksia	R	361	6.5894	Teemme mahdottoman , varastamme autoa muutamassa tunnissa vain Eleanor aiheuttaa hankaluuksia .
aiheuttaa	hankaluus	aiheuttaa hankaluuksia	R	361	6.5894	hän aiheuttaa hankaluuksia , joudut todelliseen liemeen .
aiheuttaa	hankaluus	aiheuttaa hankaluuksia	R	361	6.5894	Koulussa ... on näkymätön tyttö , joka aiheuttaa hankaluuksia .
aiheuttaa	hankaluus	aiheuttaa hankaluuksia	R	361	6.5894	En halua aiheuttaa hankaluuksia .
aiheuttaa	hankaluus	aiheuttaa hankaluuksia	R	361	6.5894	En halunnut aiheuttaa hankaluuksia aiemmin .
aiheuttaa	hankaluus	aiheuttaa hankaluuksia	R	361	6.5894	Hänen mielestään Katherine voisi aiheuttaa hankaluuksia .
aiheuttaa	hankaluus	aiheuttaa hankaluuksia	R	361	6.5894	Satuta häntä , hän aiheuttaa hankaluuksia !
aiheuttaa	hankaluus	aiheuttaa hankaluuksia	R	361	6.5894	En tunne sinua , cowboy , etkä sinä minua aiot aiheuttaa hankaluuksia joudut tekemään sen yksin .
aiheuttaa	hankaluus	aiheuttaa hankaluuksia	R	361	6.5894	Se joka aiheuttaa hankaluuksia alueellani , eikä tottele lakia
aiheuttaa	hankaluus	aiheuttaa hankaluuksia	R	361	6.5894	Hän voi aiheuttaa hankaluuksia .
aiheuttaa	hankaluus	aiheuttaa hankaluuksia	R	361	6.5894	En tahdo aiheuttaa hankaluuksia veljelleni .
aiheuttaa	hankaluus	aiheuttaa hankaluuksia	R	361	6.5894	Sinulla on jumalallinen lah aiheuttaa hankaluuksia
aiheuttaa	hankaluus	aiheuttaa hankaluuksia	R	361	6.5894	Älkää antako Slatteryn aiheuttaa hankaluuksia .
aiheuttaa	hankaluus	aiheuttaa hankaluuksia	R	361	6.5894	Kukaan ei voi aiheuttaa hankaluuksia ylhäinen Cicero on puolellani .
aiheuttaa	hankaluus	aiheuttaa hankaluuksia	R	361	6.5894	Jesse vain yrittää aiheuttaa hankaluuksia .
aiheuttaa	hankaluus	aiheuttaa hankaluuksia	R	361	6.5894	joku aiheuttaa hankaluuksia , tappakaa hänet .
aiheuttaa	hankaluus	aiheuttaa hankaluuksia	R	361	6.5894	Tämä aiheuttaa hankaluuksia väestölle .
aiheuttaa	hankaluus	aiheuttaa hankaluuksia	R	361	6.5894	Enkä halua aiheuttaa hankaluuksia .
aiheuttaa	hankaluus	aiheuttaa hankaluuksia	R	361	6.5894	Amerikan ulkopolitiikka aiheuttaa hankaluuksia .
aiheuttaa	häiriö	aiheuttaa häiriöitä	R	312	5.7873	Rakennus saattaa aiheuttaa häiriöitä .
aiheuttaa	häiriö	aiheuttaa häiriöitä	R	312	5.7873	Se aiheuttaa häiriöitä virta puhelinjohdoissa .
aiheuttaa	häiriö	aiheuttaa häiriöitä	R	312	5.7873	Olento voi aiheuttaa häiriöitä .
aiheuttaa	häiriö	aiheuttaa häiriöitä	R	312	5.7873	Tuo massa aiheuttaa häiriöitä .
aiheuttaa	häiriö	aiheuttaa häiriöitä	R	312	5.7873	Rakennelma aiheuttaa häiriöitä .
aiheuttaa	häiriö	aiheuttaa häiriöitä	R	312	5.7873	Voi aiheuttaa häiriöitä chi : hin .
aiheuttaa	häiriö	aiheuttaa häiriöitä	R	312	5.7873	Miksi laskin aiheuttaa häiriöitä ?
aiheuttaa	häiriö	aiheuttaa häiriöitä	R	312	5.7873	Moni asia voi aiheuttaa häiriöitä .
aiheuttaa	häiriö	aiheuttaa häiriöitä	R	312	5.7873	Luola varmaankin aiheuttaa häiriöitä signaaliin .
aiheuttaa	häiriö	aiheuttaa häiriöitä	R	312	5.7873	Jostakin syystä aivokuoren kehittynyt tila aiheuttaa häiriöitä alemmissa aivotoiminnoissa .
aiheuttaa	häiriö	aiheuttaa häiriöitä	R	312	5.7873	Säteily aiheuttaa häiriöitä .
aiheuttaa	häiriö	aiheuttaa häiriöitä	R	312	5.7873	Ilmakehä aiheuttaa häiriöitä .
aiheuttaa	häiriö	aiheuttaa häiriöitä	R	312	5.7873	Sähkömagneettisuus aiheuttaa häiriöitä puhejärjestelmässä .
aiheuttaa	häiriö	aiheuttaa häiriöitä	R	312	5.7873	Joku aiheuttaa häiriöitä hississä 12.
aiheuttaa	häiriö	aiheuttaa häiriöitä	R	312	5.7873	PSD5: t saattavat aiheuttaa häiriöitä .
aiheuttaa	häiriö	aiheuttaa häiriöitä	R	312	5.7873	Tuo aiheuttaa häiriöitä .
aiheuttaa	häiriö	aiheuttaa häiriöitä	R	312	5.7873	Korkeat elohopea-tasot voivat aiheuttaa häiriöitä REM-uneen .
aiheuttaa	häiriö	aiheuttaa häiriöitä	R	312	5.7873	Toinen tähti aiheuttaa häiriöitä Oortin pilven komeetoissa .
aiheuttaa	häiriö	aiheuttaa häiriöitä	R	312	5.7873	Rakennus voi aiheuttaa häiriöitä .
aiheuttaa	häiriö	aiheuttaa häiriöitä	R	312	5.7873	Pomo haluaa meidän katsovan liikettä , komeetta saattaa aiheuttaa häiriöitä .
aiheuttaa	kohtaus	aiheuta kohtausta	R	302	5.3608	Älä aiheuta kohtausta ... !
aiheuttaa	kohtaus	aiheuta kohtausta	R	302	5.3608	Älä aiheuta kohtausta .
aiheuttaa	kohtaus	aiheuta kohtausta	R	302	5.3608	Minä en aiheuta kohtausta .
aiheuttaa	kohtaus	aiheuta kohtausta	R	302	5.3608	Lupaan etten aiheuta kohtausta .
aiheuttaa	kohtaus	aiheuta kohtausta	R	302	5.3608	Älä satuta viatonta aiheuta kohtausta .
aiheuttaa	kohtaus	aiheuta kohtausta	R	302	5.3608	Kirk , kiltti , älä aiheuta kohtausta .
aiheuttaa	kohtaus	aiheuta kohtausta	R	302	5.3608	Ota hänet mukaasi , tee mitä haluat hänen kanssaan älä aiheuta kohtausta talossani .
aiheuttaa	kohtaus	aiheuta kohtausta	R	302	5.3608	Etten aiheuta kohtausta ?
aiheuttaa	kohtaus	aiheuta kohtausta	R	302	5.3608	Sydänlihastulehdus ei aiheuta kohtausta .
aiheuttaa	kohtaus	aiheuta kohtausta	R	302	5.3608	Älä aiheuta kohtausta !
aiheuttaa	kohtaus	aiheuta kohtausta	R	302	5.3608	Ehkä niin , he eivät aiheuta kohtausta ystäviemme nähden .
aiheuttaa	kohtaus	aiheuta kohtausta	R	302	5.3608	Abby , älä aiheuta kohtausta .
aiheuttaa	kohtaus	aiheuta kohtausta	R	302	5.3608	En aiheuta kohtausta .
aiheuttaa	kohtaus	aiheuta kohtausta	R	302	5.3608	Se ei aiheuta kohtausta .
aiheuttaa	kohtaus	aiheuta kohtausta	R	302	5.3608	Matalat taajuudet eivät aiheuta kohtausta .
aiheuttaa	kohtaus	aiheuta kohtausta	R	302	5.3608	Danny , ole kiltti aiheuta kohtausta .
aiheuttaa	kohtaus	aiheuta kohtausta	R	302	5.3608	En aiheuta kohtausta hänen takiaan .
aiheuttaa	kohtaus	aiheuta kohtausta	R	302	5.3608	Älä aiheuta kohtausta , isä .
aiheuttaa	kuolema	aiheuttaa kuoleman	R	289	3.2308	Mikä aiheuttaa kuoleman ?
aiheuttaa	kuolema	aiheuttaa kuoleman	R	289	3.2308	Seuraavana päivänä turvallinen säteilymäärä on voinut aiheuttaa kuoleman .
aiheuttaa	kuolema	aiheuttaa kuoleman	R	289	3.2308	Jumala ei , tässä paskassa maailmassa luoti aivoissasi aiheuttaa kuoleman .
aiheuttaa	kuolema	aiheuttaa kuoleman	R	289	3.2308	Purema naamaan ylävartaloon voi aiheuttaa kuoleman kuitenkin jo minuutin kuluessa .
aiheuttaa	kuolema	aiheuttaa kuoleman	R	289	3.2308	Euforian käytön lopettaminen voi aiheuttaa kuoleman .
aiheuttaa	kuolema	aiheuttaa kuoleman	R	289	3.2308	Se toimii , saat kaikki tärkeät vitamiinit mineraalit , yksi pienikin ainesosa puuttuu , niin , niin suola , esimerkiksi , se aiheuttaa kuoleman .
aiheuttaa	kuolema	aiheuttaa kuoleman	R	289	3.2308	hyppää rakennuksesta , harvoin itse isku aiheuttaa kuoleman .
aiheuttaa	kuolema	aiheuttaa kuoleman	R	289	3.2308	Yksikin erehdys voi aiheuttaa kuoleman .
aiheuttaa	kuolema	aiheuttaa kuoleman	R	289	3.2308	Jo yksi voisi aiheuttaa kuoleman .
aiheuttaa	kuolema	aiheuttaa kuoleman	R	289	3.2308	Mikä hyvänsä vammoista saattoi aiheuttaa kuoleman
aiheuttaa	kuolema	aiheuttaa kuoleman	R	289	3.2308	Onko Plott voinut aiheuttaa kuoleman ?
aiheuttaa	kuolema	aiheuttaa kuoleman	R	289	3.2308	Senecanoita voi aiheuttaa kuoleman puristamalla hengessä uhrin sydäntä
aiheuttaa	kuolema	aiheuttaa kuoleman	R	289	3.2308	ilma työntyy putkea alas suonen sisään aiheuttaa kuoleman minuutissa .
