word	other_form	surface_form	direction	freq	pmi	example_sentence
kieli	eri	eri kieltä	L	303	4.6207	Kuinka voin puhua tietämättäni eri kieltä ?
kieli	eri	eri kieltä	L	303	4.6207	Puhuin kuutta eri kieltä , lopulta tiedän aina , kuka olen .
kieli	eri	eri kieltä	L	303	4.6207	Tuska , jota me kaikki tunnemme menetyksen johdosta , muistuttaa meitä , voimme tulla eri paikoista puhua eri kieltä , silti sydämemme sykkii yhdessä .
kieli	eri	eri kieltä	L	303	4.6207	– Montaako eri kieltä osaat ?
kieli	eri	eri kieltä	L	303	4.6207	Puhun viittä eri kieltä .
kieli	eri	eri kieltä	L	303	4.6207	Monet lapset puhuvat ... eri kieltä .
kieli	eri	eri kieltä	L	303	4.6207	Puhunut kuutta eri kieltä .
kieli	eri	eri kieltä	L	303	4.6207	Esimerkiksi minä osaan puhua eri kieltä .
kieli	eri	eri kieltä	L	303	4.6207	Minä näytän ne viisi eri kieltä ..
kieli	eri	eri kieltä	L	303	4.6207	Hän puhuu neljää eri kieltä , hän oli juuri töissä eräällä Orange Countyn arvostetuimmalla perheellä .
kieli	eri	eri kieltä	L	303	4.6207	Hän vaikutti puhuvan eri kieltä , sulkien minut ulkopuolelle .
kieli	irti	kielesi irti	R	287	4.2967	ÄIä puhu minuIIe noin , englantilaisräkänokka revin kielesi irti !
kieli	irti	kielesi irti	R	287	4.2967	Astu ympyrääni niin repäisen kielesi irti .
kieli	irti	kielesi irti	R	287	4.2967	Aion repiä likaisen kielesi irti kallosta !
kieli	irti	kielesi irti	R	287	4.2967	vielä kerran korotat ääntäsi minulle , leikkaan kielesi irti .
kieli	irti	kielesi irti	R	287	4.2967	Pure sitä , puret kielesi irti .
kieli	irti	kielesi irti	R	287	4.2967	ei mene , revin kielesi irti .
kieli	irti	kielesi irti	R	287	4.2967	Pure kielesi irti haluat .
kieli	irti	kielesi irti	R	287	4.2967	lörpöttelet vielä noin , leikkaan kielesi irti .
kieli	irti	kielesi irti	R	287	4.2967	"Jumalan nimeen , sanot sanan "" lista "" vielä kerran , revin kielesi irti tungen sen ..."
kieli	irti	kielesi irti	R	287	4.2967	Muuten leikkaan kielesi irti .
kieli	irti	kielesi irti	R	287	4.2967	et ole hiljaa revin kielesi irti .
kieli	irti	kielesi irti	R	287	4.2967	Revin kielesi irti !
kieli	irti	kielesi irti	R	287	4.2967	Lopeta tuo uikuttaminen , leikkaan valittavan kielesi irti .
kieli	irti	kielesi irti	R	287	4.2967	Pure kielesi irti .
kieli	irti	kielesi irti	R	287	4.2967	puhut minulle tuolla tavalla vielä kerrankin , leikkaan kielesi irti .
kieli	irti	kielesi irti	R	287	4.2967	Vielä joskus revin kielesi irti , Wilson .
kieli	irti	kielesi irti	R	287	4.2967	leikkaan kielesi irti .
kieli	irti	kielesi irti	R	287	4.2967	Leikkaan kielesi irti , poika .
kieli	irti	kielesi irti	R	287	4.2967	vitsailet asiasta , revin kielesi irti .
kieli	irti	kielesi irti	R	287	4.2967	Ei huolta , leikkaamme kielesi irti !
kieli	kissa	kissa kielesi	L	286	5.3666	Mitä , veikö kissa kielesi , söitkö sen aamiaiseksi ?
kieli	kissa	kissa kielesi	L	286	5.3666	Veikö kissa kielesi ?
kieli	kissa	kissa kielesi	L	286	5.3666	Oletko vain hiljainen , veikö kissa kielesi ?
kieli	kissa	kissa kielesi	L	286	5.3666	Mikä hätänä , veikö kissa kielesi ?
kieli	kissa	kissa kielesi	L	286	5.3666	Mikä tuli , veikö kissa kielesi ?
kieli	kissa	kissa kielesi	L	286	5.3666	veikö kissa kielesi ?
kieli	kissa	kissa kielesi	L	286	5.3666	Veikö kissa kielesi , ämmä ?
kieli	kissa	kissa kielesi	L	286	5.3666	Mikä hätänä Schuester , veikö kissa kielesi ?
kieli	kissa	kissa kielesi	L	286	5.3666	Mitä nyt , veikö kissa kielesi ?
kieli	kissa	kissa kielesi	L	286	5.3666	Veikö siamilainen kissa kielesi ?
kieli	kissa	kissa kielesi	L	286	5.3666	Veikö kissa kielesi , Charlotte ?
kieli	kissa	kissa kielesi	L	286	5.3666	Veikö kissa kielesi , Andy ?
kieli	kissa	kissa kielesi	L	286	5.3666	Veikö kissa kielesi , Victor ?
kieli	kissa	kissa kielesi	L	286	5.3666	– Veikö kissa kielesi , Dale ?
kieli	kissa	kissa kielesi	L	286	5.3666	Veikö kissa kielesi , senkin onneton saasta ?
kieli	kissa	kissa kielesi	L	286	5.3666	Veikö kissa kielesi toivotko vain niin ?
kieli	osata	osaa kieltä	L	245	3.3229	Hän ei osaa kieltä , tuntee lakimme .
kieli	osata	osaa kieltä	L	245	3.3229	En osaa kieltä enkä tunne paikkoja .
kieli	osata	osaa kieltä	L	245	3.3229	En osaa kieltä , en edes tiedä heidän nimiään .
kieli	osata	osaa kieltä	L	245	3.3229	En osaa kieltä sanaakaan .
kieli	osata	osaa kieltä	L	245	3.3229	joku kysyy jotain , et osaa kieltä .
kieli	osata	osaa kieltä	L	245	3.3229	Voimme matkia ääniä emme osaa kieltä .
kieli	osata	osaa kieltä	L	245	3.3229	en edes osaa kieltä .
kieli	osata	osaa kieltä	L	245	3.3229	Hän ei osaa kieltä kovin hyvin .
kieli	osata	osaa kieltä	L	245	3.3229	Et osaa kieltä , Logan .
kieli	osata	osaa kieltä	L	245	3.3229	Olen Panamassa , enkä osaa kieltä ...
kieli	osata	osaa kieltä	L	245	3.3229	Kerran puhuin Portugalia enkä edes osaa kieltä .
kieli	osata	osaa kieltä	L	245	3.3229	Ferdinand osaa kieltä , kuten siiseliä .
kieli	osata	osaa kieltä	L	245	3.3229	Ajattelin , hänen olisi hyvä puhua jollekulle , joka osaa kieltä .
kieli	osata	osaa kieltä	L	245	3.3229	Etenkään en osaa kieltä .
kieli	osata	osaa kieltä	L	245	3.3229	Et osaa kieltä , et tiedä mitä etsiä
kieli	osata	osaa kieltä	L	245	3.3229	Ei osaa kieltä , tietää Capricorn yhden .
kieli	osata	osaa kieltä	L	245	3.3229	Tavaroita ei ole purettu , kukaan ei osaa kieltä ...
kieli	osata	osaa kieltä	L	245	3.3229	Olo on yksinäistä ei osaa kieltä .
kieli	osata	osaa kieltä	L	245	3.3229	Hän ei osaa kieltä .
kieli	osata	osaa kieltä	L	245	3.3229	Joku , joka osaa kieltä .
kieli	vieras	vierasta kieltä	L	234	4.7050	Puhunko muka vierasta kieltä ?
kieli	vieras	vierasta kieltä	L	234	4.7050	Näin aasialaismiehen , joka puhui vierasta kieltä .
kieli	vieras	vierasta kieltä	L	234	4.7050	Jotain vierasta kieltä .
kieli	vieras	vierasta kieltä	L	234	4.7050	Onko se vierasta kieltä ?
kieli	vieras	vierasta kieltä	L	234	4.7050	Ei se kirjoitus kollaasissa ole vierasta kieltä .
kieli	vieras	vierasta kieltä	L	234	4.7050	Katsoin paperia , teksti oli kuin vierasta kieltä .
kieli	vieras	vierasta kieltä	L	234	4.7050	Hän puhuu vierasta kieltä .
kieli	vieras	vierasta kieltä	L	234	4.7050	Aloittaisin päivän menemällä maahan , jossa puhutaan minulle vierasta kieltä jossa on uudet tavat olen aivan pihalla .
kieli	vieras	vierasta kieltä	L	234	4.7050	En osaa puhua tätä vierasta kieltä , joten unohdetaan se .
kieli	vieras	vierasta kieltä	L	234	4.7050	Se on minulle vierasta kieltä ymmärrän vain pari sanaa
kieli	vieras	vierasta kieltä	L	234	4.7050	Se ei ole vierasta kieltä .
kieli	vieras	vierasta kieltä	L	234	4.7050	On aina hyvä osata vierasta kieltä .
kieli	vieras	vierasta kieltä	L	234	4.7050	Se on vierasta kieltä .
kieli	vieras	vierasta kieltä	L	234	4.7050	Ei hän ole murjottava ääliö , oppi vierasta kieltä .
kieli	vieras	vierasta kieltä	L	234	4.7050	yritän soittaa siihen takaisin , se menee vastaajaan , jossa joku kaveri puhuu vierasta kieltä .
kieli	vieras	vierasta kieltä	L	234	4.7050	En ymmärrä tuota vierasta kieltä .
kieli	vieras	vierasta kieltä	L	234	4.7050	puhuisit vierasta kieltä .
kieli	vieras	vierasta kieltä	L	234	4.7050	Se on vierasta kieltä , ymmärrät kyllä .
kieli	vieras	vierasta kieltä	L	234	4.7050	En ainakaan osaa puhua vierasta kieltä .
kieli	vieras	vierasta kieltä	L	234	4.7050	Mooney poliisista oli kuulevinaan he puhuivat vierasta kieltä .
kieli	työntää	työnnä kieli	L	225	5.1943	Työnnä kieli ulos , se ei havaitse kosteutta !
kieli	työntää	työnnä kieli	L	225	5.1943	Työnnä kieli ulos .
kieli	työntää	työnnä kieli	L	225	5.1943	Työnnä kieli suuhun .
kieli	työntää	työnnä kieli	L	225	5.1943	Työnnä kieli ulos minä .
kieli	työntää	työnnä kieli	L	225	5.1943	"Työnnä kieli ulos sano "" "" ."
kieli	työntää	työnnä kieli	L	225	5.1943	Työnnä kieli ulos pyöritä sitä .
kieli	työntää	työnnä kieli	L	225	5.1943	Työnnä kieli ulos pyöritä päätäsi .
kieli	työntää	työnnä kieli	L	225	5.1943	Työnnä kieli suun yläosaan pärisytä .
kieli	työntää	työnnä kieli	L	225	5.1943	"Työnnä kieli ulos sammakko , joka syö kärpäsiä sano : "" Aa . """
kieli	työntää	työnnä kieli	L	225	5.1943	Työnnä kieli ulos suusta .
kieli	varoa	varo kieltäsi	L	222	4.2990	Varo kieltäsi .
kieli	varoa	varo kieltäsi	L	222	4.2990	Varo kieltäsi minun talossani .
kieli	varoa	varo kieltäsi	L	222	4.2990	Varo kieltäsi , tyttö .
kieli	varoa	varo kieltäsi	L	222	4.2990	Varo kieltäsi , tyttö pieni .
kieli	varoa	varo kieltäsi	L	222	4.2990	Varo kieltäsi , cardassialainen .
kieli	varoa	varo kieltäsi	L	222	4.2990	Varo kieltäsi !
kieli	varoa	varo kieltäsi	L	222	4.2990	Varo kieltäsi , poika .
kieli	varoa	varo kieltäsi	L	222	4.2990	Varo kieltäsi , pieni neiti lörppösuu .
kieli	varoa	varo kieltäsi	L	222	4.2990	Varo kieltäsi , pikkumies .
kieli	varoa	varo kieltäsi	L	222	4.2990	Varo kieltäsi , Agatha .
kieli	varoa	varo kieltäsi	L	222	4.2990	Varo kieltäsi , Frohike .
kieli	varoa	varo kieltäsi	L	222	4.2990	Varo kieltäsi , nuorimies .
kieli	varoa	varo kieltäsi	L	222	4.2990	Varo kieltäsi , nekru !
kieli	varoa	varo kieltäsi	L	222	4.2990	Varo kieltäsi , nössö !
kieli	varoa	varo kieltäsi	L	222	4.2990	Varo kieltäsi katkaisen sen .
kieli	varoa	varo kieltäsi	L	222	4.2990	Varo kieltäsi , Poika ...
kieli	varoa	varo kieltäsi	L	222	4.2990	Varo kieltäsi toimistossani .
kieli	varoa	varo kieltäsi	L	222	4.2990	Varo kieltäsi , Jaconelli .
kieli	varoa	varo kieltäsi	L	222	4.2990	Varo kieltäsi , nuori mies .
kieli	varoa	varo kieltäsi	L	222	4.2990	Varo kieltäsi , kissa saattaa viedä sen .
kieli	englanti	englannin kielen	L	213	4.8227	He kehittivät englannin kielen ranskan kielestä .
kieli	englanti	englannin kielen	L	213	4.8227	Kävi ilmi , hän haluaa harjoittaa englannin kielen taitojaan .
kieli	englanti	englannin kielen	L	213	4.8227	Joten sinä , hän kaikki muut amerikkalaiset äänestitte salaa muuttaaksenne englannin kielen merkityksiä , niin sitten taisin ylittää itseni .
kieli	englanti	englannin kielen	L	213	4.8227	Tiedätkö , minä olen niin hyvällä päällä , minusta sinun hatara englannin kielen taitosi tuntuu lupsakalta viehättävältä tänään .
kieli	englanti	englannin kielen	L	213	4.8227	Columbian yliopiston englannin kielen vertailevan kirjallisuuden professorilta tohtori Edward Saidilta .
kieli	englanti	englannin kielen	L	213	4.8227	Minulla olisi mahdollisuus englannin kielen palkintoon , lukisin Beowulfia puhtaasti .
kieli	englanti	englannin kielen	L	213	4.8227	Oletteko sinut englannin kielen kanssa ?
kieli	englanti	englannin kielen	L	213	4.8227	Mikä on englannin kielen yleisin kaksoiskonsonantti ?
kieli	englanti	englannin kielen	L	213	4.8227	Ne ovat englannin kielen professorille höyhenpeite .
kieli	englanti	englannin kielen	L	213	4.8227	Tunnustus erinomaisesta englannin kielen taidosta :
kieli	englanti	englannin kielen	L	213	4.8227	Onko sinulla mitään käsitystä siitä , kuinka monta englannin kielen tohtoria etsii työtä ?
kieli	englanti	englannin kielen	L	213	4.8227	"Katsotaankin englannin kielen sanaa "" bible "" ."
kieli	englanti	englannin kielen	L	213	4.8227	Hän on poliisi , ei englannin kielen professori .
kieli	englanti	englannin kielen	L	213	4.8227	tahtoisin kaikkien ymmärtävän toisiaan , minäkin asentaisin kaikkien aivoihin englannin kielen .
kieli	englanti	englannin kielen	L	213	4.8227	"Oxfordin englannin kielen sanakirjan mukaan ... sanaa "" pikalaukaus "" käytettiin ensi kerran v . ."
kieli	englanti	englannin kielen	L	213	4.8227	Herra presidentti , englannin kielen taitonne on riittävän hyvä ymmärtämään sanomani .
kieli	englanti	englannin kielen	L	213	4.8227	Hän lyö päänsä unohtaa englannin kielen .
kieli	englanti	englannin kielen	L	213	4.8227	Varmuuden vuoksi : välttäkää englannin kielen käyttämistä .
kieli	englanti	englannin kielen	L	213	4.8227	Välistä kuulin englannin kielen sanoja
kieli	englanti	englannin kielen	L	213	4.8227	Kokeessa testataan englannin kielen perustaitoja maalaisjärkeä .
kieli	käyttää	käyttää kieltä	L	210	2.7809	ei halua käyttää kieltä käyttää vain sormia maiskuttelee .
kieli	käyttää	käyttää kieltä	L	210	2.7809	Voitteko käyttää kieltä ?
kieli	käyttää	käyttää kieltä	L	210	2.7809	Voisitteko käyttää kieltä ?
kieli	käyttää	käyttää kieltä	L	210	2.7809	käyttää kieltä väärin , se korjaa .
kieli	käyttää	käyttää kieltä	L	210	2.7809	Nyt pitää käyttää kieltä .
kieli	käyttää	käyttää kieltä	L	210	2.7809	Hän voisi käyttää kieltä .
kieli	käyttää	käyttää kieltä	L	210	2.7809	Emme ole vuoteen osanneet käyttää kieltä oikein .
kieli	käyttää	käyttää kieltä	L	210	2.7809	Pitää käyttää kieltä .
kieli	käyttää	käyttää kieltä	L	210	2.7809	Ette enää pelkää käyttää kieltä .
kieli	käyttää	käyttää kieltä	L	210	2.7809	Dom voi käyttää kieltä .
kieli	käyttää	käyttää kieltä	L	210	2.7809	Siitä , huvittaako minua käyttää kieltä ... ei .
kieli	käyttää	käyttää kieltä	L	210	2.7809	Voit käyttää kieltä haluat .
kieli	käyttää	käyttää kieltä	L	210	2.7809	Yritin käyttää kieltä , jota kaikki ymmärtävät .
kieli	käyttää	käyttää kieltä	L	210	2.7809	En esimerkiksi tiennyt , pitää käyttää kieltä .
kieli	käyttää	käyttää kieltä	L	210	2.7809	sain käyttää kieltä jo varhain , me totuimme puhumaan .
kieli	tuollainen	tuollaista kieltä	L	196	4.2693	Pauline Oster , et käytä tuollaista kieltä luokassani enää .
kieli	tuollainen	tuollaista kieltä	L	196	4.2693	minä olisin se nuori daami menisimme tansseihin , käyttäisit tuollaista kieltä ...
kieli	tuollainen	tuollaista kieltä	L	196	4.2693	Pitääkö käyttää tuollaista kieltä ?
kieli	tuollainen	tuollaista kieltä	L	196	4.2693	Saat ympäri korvia , käytät vielä tuollaista kieltä .
kieli	tuollainen	tuollaista kieltä	L	196	4.2693	En saisi käyttää tuollaista kieltä !
kieli	tuollainen	tuollaista kieltä	L	196	4.2693	Älkää käyttäkö tuollaista kieltä .
kieli	tuollainen	tuollaista kieltä	L	196	4.2693	Älä käytä tuollaista kieltä radiossa .
kieli	tuollainen	tuollaista kieltä	L	196	4.2693	Olisin kiitollinen ette käyttäisi tuollaista kieltä läsnä ollessani .
kieli	tuollainen	tuollaista kieltä	L	196	4.2693	Älä käytä tuollaista kieltä .
kieli	tuollainen	tuollaista kieltä	L	196	4.2693	Missä sinä tuollaista kieltä kuulet ?
kieli	tuollainen	tuollaista kieltä	L	196	4.2693	Ei tarvitse käyttää tuollaista kieltä .
kieli	tuollainen	tuollaista kieltä	L	196	4.2693	En tiennyt , tuollaista kieltä saa käyttää televisiossa .
kieli	tuollainen	tuollaista kieltä	L	196	4.2693	käytät tuollaista kieltä , et saa jälkiruokaa .
kieli	tuollainen	tuollaista kieltä	L	196	4.2693	Ei tarvitse käyttää tuollaista kieltä , rouva Stall.
kieli	tuollainen	tuollaista kieltä	L	196	4.2693	Mistä olet oppinut tuollaista kieltä ?
kieli	tuollainen	tuollaista kieltä	L	196	4.2693	Älä käytä tuollaista kieltä tuota äänensävyä .
kieli	tuollainen	tuollaista kieltä	L	196	4.2693	Täällä ei käytetä tuollaista kieltä .
kieli	tuollainen	tuollaista kieltä	L	196	4.2693	Sinun ei pitäisi käyttää tuollaista kieltä veljesi kanssa .
kieli	tuollainen	tuollaista kieltä	L	196	4.2693	En vitsaile , äläkä käytä tuollaista kieltä .
kieli	tuollainen	tuollaista kieltä	L	196	4.2693	Opettiko musta mamisi sinulle tuollaista kieltä ?
kieli	leikata	leikkaan kielesi	L	191	4.6141	loukkaat minua , leikkaan kielesi .
kieli	leikata	leikkaan kielesi	L	191	4.6141	vielä kerran korotat ääntäsi minulle , leikkaan kielesi irti .
kieli	leikata	leikkaan kielesi	L	191	4.6141	lörpöttelet vielä noin , leikkaan kielesi irti .
kieli	leikata	leikkaan kielesi	L	191	4.6141	Muuten leikkaan kielesi irti .
kieli	leikata	leikkaan kielesi	L	191	4.6141	Sanakin vielä , niin leikkaan kielesi .
kieli	leikata	leikkaan kielesi	L	191	4.6141	puhut minulle tuolla tavalla vielä kerrankin , leikkaan kielesi irti .
kieli	leikata	leikkaan kielesi	L	191	4.6141	leikkaan kielesi irti .
kieli	leikata	leikkaan kielesi	L	191	4.6141	Et tietenkään , minä leikkaan kielesi kurkkusi .
kieli	leikata	leikkaan kielesi	L	191	4.6141	Kerro se nimi leikkaan kielesi irti .
kieli	leikata	leikkaan kielesi	L	191	4.6141	Pidä suusi leikkaan kielesi .
kieli	leikata	leikkaan kielesi	L	191	4.6141	Jack , vielä puhut minulle , olisin joku mitätön katuroisto , niin leikkaan kielesi irti .
kieli	leikata	leikkaan kielesi	L	191	4.6141	Ethän halua , leikkaan kielesi irti ?
kieli	leikata	leikkaan kielesi	L	191	4.6141	Michael , vielä korotat ääntäsi minulle leikkaan kielesi irti .
kieli	leikata	leikkaan kielesi	L	191	4.6141	Älä valita , pelkuri , leikkaan kielesi irti .
kieli	leikata	leikkaan kielesi	L	191	4.6141	Muuten leikkaan kielesi irti , niin leffoissa .
kieli	leikata	leikkaan kielesi	L	191	4.6141	vielä korotat ääntäsi , leikkaan kielesi irti .
kieli	leikata	leikkaan kielesi	L	191	4.6141	tingit , leikkaan kielesi .
kieli	leikata	leikkaan kielesi	L	191	4.6141	Varo sanojasi , Atticus , leikkaan kielesi syötän sen sinulle .
kieli	leikata	leikkaan kielesi	L	191	4.6141	Avaa suusi vielä kerran , niin leikkaan kielesi pois .
kieli	leikata	leikkaan kielesi	L	191	4.6141	Yritäkin vielä , niin leikkaan kielesi haukkojen ruoaksi .
kieli	kuri	kielesi kurissa	R	171	6.1469	Pidä kielesi kurissa .
kieli	kuri	kielesi kurissa	R	171	6.1469	Pidä kielesi kurissa !
kieli	kuri	kielesi kurissa	R	171	6.1469	Saat tulla katsomaan , niin tiedät , mikä sinua odottaa ... pidä kielesi kurissa !
kieli	kuri	kielesi kurissa	R	171	6.1469	Jeremiah , pitäös kielesi kurissa .
kieli	kuri	kielesi kurissa	R	171	6.1469	Jeremiah , pidähän kielesi kurissa .
kieli	kuri	kielesi kurissa	R	171	6.1469	Pidä suusi tukossa kielesi kurissa .
kieli	kuri	kielesi kurissa	R	171	6.1469	Pidä kielesi kurissa , poika .
kieli	kuri	kielesi kurissa	R	171	6.1469	Pidäpä kielesi kurissa .
kieli	kuri	kielesi kurissa	R	171	6.1469	Olit täysi ääliö vastaanotolla , sait tietää minun olevan Lisan äiti , pidit kielesi kurissa .
kieli	kuri	kielesi kurissa	R	171	6.1469	Pidä kielesi kurissa , nuori mies .
kieli	kuri	kielesi kurissa	R	171	6.1469	Ennen kaikkea kuitenkin , Dolan , pidät kielesi kurissa jätät legaatin minun huolekseni .
kieli	kuri	kielesi kurissa	R	171	6.1469	Pidä kielesi kurissa ole kärsivällinen .
kieli	kuri	kielesi kurissa	R	171	6.1469	Pidä kielesi kurissa , sinä omahyväinen pikku näppylä !
kieli	kuri	kielesi kurissa	R	171	6.1469	Pysyyhän kielesi kurissa siihen saakka ?
kieli	kuri	kielesi kurissa	R	171	6.1469	opit tottelemaan pitämään kielesi kurissa .
kieli	kuri	kielesi kurissa	R	171	6.1469	Pidä kielesi kurissa , Francesco !
kieli	kuri	kielesi kurissa	R	171	6.1469	Pidä kielesi kurissa et saa ikinä miestä .
kieli	kuri	kielesi kurissa	R	171	6.1469	Pidä kielesi kurissa menetät sen .
kieli	kuri	kielesi kurissa	R	171	6.1469	Pidä kielesi kurissa , ellet halua menettää sitä .
kieli	kuri	kielesi kurissa	R	171	6.1469	Pidä kielesi kurissa , revin sen irti päästäsi .
kieli	purra	puri kieltään	L	160	5.0390	Hän puri kieltään .
kieli	purra	puri kieltään	L	160	5.0390	Ottelu , jossa Dillon puri kieltään , on katsottu miljoona kertaa Youtubessa .
kieli	purra	puri kieltään	L	160	5.0390	Hän kai puri kieltään .
kieli	purra	puri kieltään	L	160	5.0390	Hänellä täytyi olla kohtaus tankissa , puri kieltään kuoristellessaan on jälkiafasiassa .
kieli	purra	puri kieltään	L	160	5.0390	Riittääkö , verenpaine nousi hän puri kieltään ?
kieli	purra	puri kieltään	L	160	5.0390	Hän puri kieltään kontrollikysymysten aikana myöhemmin kaksi kertaa .
kieli	ulos	kielesi ulos	R	160	2.7653	taukoamaton höpinäsi saa leikkauksen epäonnistumaan , kiskon vaaleanpunaisen kiemuraisen kielesi ulos .
kieli	ulos	kielesi ulos	R	160	2.7653	Työnnä kielesi ulos .
kieli	ulos	kielesi ulos	R	160	2.7653	haluat naimisiin , Työnnä kielesi ulos .
kieli	ulos	kielesi ulos	R	160	2.7653	ääntämyksesi olisi virheetön minun pitäisi vetää kielesi ulos .
kieli	ulos	kielesi ulos	R	160	2.7653	Laita kielesi ulos !
kieli	ulos	kielesi ulos	R	160	2.7653	nyt työnnä kielesi ulos .
kieli	ulos	kielesi ulos	R	160	2.7653	kyseenalaistat vielä , revin kielesi ulos kirjoitan nimeni verellä selkääsi .
kieli	ulos	kielesi ulos	R	160	2.7653	Revin sinun likaisen kielesi ulos kallostasi !
kieli	ulos	kielesi ulos	R	160	2.7653	Leikkaan kurkkusi auki , vedän kielesi ulos aukosta ...
