word	other_form	surface_form	direction	freq	pmi	example_sentence
asia	hoitaa	hoidan asian	L	13462	4.0853	Hoidan asian , ylikomisario .
asia	hoitaa	hoidan asian	L	13462	4.0853	Hoidan asian , Remo .
asia	hoitaa	hoidan asian	L	13462	4.0853	Hoidan asian niin , hän löytää minut .
asia	hoitaa	hoidan asian	L	13462	4.0853	Hoidan asian El Reyssä .
asia	hoitaa	hoidan asian	L	13462	4.0853	Hoidan asian tuoreeltaan .
asia	hoitaa	hoidan asian	L	13462	4.0853	Hoidan asian heti aamutuimaan
asia	hoitaa	hoidan asian	L	13462	4.0853	Hoidan asian jotenkin .
asia	hoitaa	hoidan asian	L	13462	4.0853	Hoidan asian välittömästi .
asia	hoitaa	hoidan asian	L	13462	4.0853	Hoidan asian herra Sorowitschin kanssa .
asia	tehdä	tehdä asialle	L	9079	1.3773	Minä voin tehdä asialle jotain .
asia	tehdä	tehdä asialle	L	9079	1.3773	Tuskinpa voisitkaan tehdä asialle mitään .
asia	tehdä	tehdä asialle	L	9079	1.3773	Aiotko kärsiä hiljaa koko lopun elämääsi aiotko tehdä asialle jotain ?
asia	tehdä	tehdä asialle	L	9079	1.3773	Mitä aiot tehdä asialle ?
asia	tehdä	tehdä asialle	L	9079	1.3773	ei ollut mitään mitä olisin voinut tehdä asialle .
asia	tehdä	tehdä asialle	L	9079	1.3773	Mitä haluat tehdä asialle ?
asia	tehdä	tehdä asialle	L	9079	1.3773	ajattelet voisit tehdä asialle jotain ?
asia	tehdä	tehdä asialle	L	9079	1.3773	Ehkä olisite pormestari , voisitte tehdä asialle jotain .
asia	tehdä	tehdä asialle	L	9079	1.3773	Mitä aiotte tehdä asialle ?
asia	tehdä	tehdä asialle	L	9079	1.3773	Mitä ajattelit tehdä asialle ?
asia	tehdä	tehdä asialle	L	9079	1.3773	Mitä voit tehdä asialle ?
asia	tehdä	tehdä asialle	L	9079	1.3773	Sinun pitäisi tehdä asialle jotain voit saada fobioita .
asia	tehdä	tehdä asialle	L	9079	1.3773	Aiotko tehdä asialle jotain ?
asia	tehdä	tehdä asialle	L	9079	1.3773	Sydney sai ilmeisesti tarpeekseen vanhempiensa alituisesta riitelystä päätti tehdä asialle jotain .
asia	tehdä	tehdä asialle	L	9079	1.3773	Mitä minun pitäisi tehdä asialle ?
asia	tehdä	tehdä asialle	L	9079	1.3773	Saatte mahdollisuuden tehdä asialle jotain .
asia	tehdä	tehdä asialle	L	9079	1.3773	en voi juuri nyt tehdä asialle mitään .
asia	tehdä	tehdä asialle	L	9079	1.3773	Mitä voisit tehdä asialle jotain ?
asia	tehdä	tehdä asialle	L	9079	1.3773	olet tosissasi , velvollisuuteni on tehdä asialle jotain .
asia	tehdä	tehdä asialle	L	9079	1.3773	Nyt he voivat tehdä asialle jotakin .
asia	hyvä	hyvä asia	L	6958	1.4458	Onko se mielestäsi hyvä asia ?
asia	hyvä	hyvä asia	L	6958	1.4458	Joskus se on hyvä asia .
asia	hyvä	hyvä asia	L	6958	1.4458	Se ei ollut hyvä asia .
asia	hyvä	hyvä asia	L	6958	1.4458	Se on hyvä asia .
asia	hyvä	hyvä asia	L	6958	1.4458	se on hyvä asia se auttaa taloudellista tilannettamme .
asia	hyvä	hyvä asia	L	6958	1.4458	Onko se hyvä asia ?
asia	hyvä	hyvä asia	L	6958	1.4458	Se voisi olla hyvä asia .
asia	hyvä	hyvä asia	L	6958	1.4458	Luulen tämä on hyvä asia .
asia	hyvä	hyvä asia	L	6958	1.4458	Väkivalta ei ole hyvä asia .
asia	hyvä	hyvä asia	L	6958	1.4458	Tällä kertaa se on hyvä asia .
asia	hyvä	hyvä asia	L	6958	1.4458	muutos on varmaan hyvä asia ?
asia	hyvä	hyvä asia	L	6958	1.4458	Sanot tuon niinkuin se olisi hyvä asia .
asia	hyvä	hyvä asia	L	6958	1.4458	""" Paska "" on hyvä asia ."
asia	hyvä	hyvä asia	L	6958	1.4458	""" Paska "" on hyvä asia ?"
asia	hyvä	hyvä asia	L	6958	1.4458	""" Paska "" on tosi hyvä asia ."
asia	hyvä	hyvä asia	L	6958	1.4458	Kultaseni , se on hyvä asia .
asia	hyvä	hyvä asia	L	6958	1.4458	Ehkä tämä on hyvä asia .
asia	hyvä	hyvä asia	L	6958	1.4458	sehän on hyvä asia .
asia	hyvä	hyvä asia	L	6958	1.4458	Olet päivän ensimmäinen hyvä asia .
asia	hyvä	hyvä asia	L	6958	1.4458	Itse asiassa se on hyvä asia .
asia	tärkeä	tärkeää asiaa	L	6205	3.7152	Muuten , sinulla on tärkeää asiaa Switchille ...
asia	tärkeä	tärkeää asiaa	L	6205	3.7152	Minulla on tärkeää asiaa .
asia	tärkeä	tärkeää asiaa	L	6205	3.7152	On tärkeää asiaa .
asia	tärkeä	tärkeää asiaa	L	6205	3.7152	Minulla olisi hyvin tärkeää asiaa .
asia	tärkeä	tärkeää asiaa	L	6205	3.7152	Hänellä on kuulemma tärkeää asiaa .
asia	tärkeä	tärkeää asiaa	L	6205	3.7152	Haluat tavata , tärkeää asiaa .
asia	tärkeä	tärkeää asiaa	L	6205	3.7152	Hänellä oli tärkeää asiaa serkulleen .
asia	tärkeä	tärkeää asiaa	L	6205	3.7152	Minusta teidän pitäisi arvostaa kahta tärkeää asiaa .
asia	tärkeä	tärkeää asiaa	L	6205	3.7152	Madame , minulla on tärkeää asiaa .
asia	tärkeä	tärkeää asiaa	L	6205	3.7152	Minulla on sinulle erittäin , erittäin tärkeää asiaa .
asia	tärkeä	tärkeää asiaa	L	6205	3.7152	Paras olla tärkeää asiaa .
asia	tärkeä	tärkeää asiaa	L	6205	3.7152	Minulla on sinulle tärkeää asiaa .
asia	tärkeä	tärkeää asiaa	L	6205	3.7152	Minulla on tärkeää asiaa Lambista .
asia	tärkeä	tärkeää asiaa	L	6205	3.7152	Hänellä on tärkeää asiaa .
asia	tärkeä	tärkeää asiaa	L	6205	3.7152	MinuIIa on tärkeää asiaa .
asia	tärkeä	tärkeää asiaa	L	6205	3.7152	Minulla on tärkeää asiaa kustantajalleni .
asia	tärkeä	tärkeää asiaa	L	6205	3.7152	Ystävät paikallisilla viranomaisillamme on tärkeää asiaa teille .
asia	tärkeä	tärkeää asiaa	L	6205	3.7152	tyttö , meillä on tärkeää asiaa .
asia	tärkeä	tärkeää asiaa	L	6205	3.7152	Paras olla tärkeää asiaa , aiot häiritä häntä työssään .
asia	tärkeä	tärkeää asiaa	L	6205	3.7152	Algy , minulla on tärkeää asiaa herra Worthingille .
asia	selvä	asia selvä	R	5971	2.7250	Asia selvä .
asia	selvä	asia selvä	R	5971	2.7250	Asia selvä Apollo .
asia	selvä	asia selvä	R	5971	2.7250	Asia selvä , nuori herra .
asia	selvä	asia selvä	R	5971	2.7250	Asia selvä , Kiimapöksy .
asia	selvä	asia selvä	R	5971	2.7250	Asia selvä ?
asia	selvä	asia selvä	R	5971	2.7250	Asia selvä , Fielding !
asia	selvä	asia selvä	R	5971	2.7250	Asia selvä
asia	selvä	asia selvä	R	5971	2.7250	Asia selvä , isä .
asia	selvä	asia selvä	R	5971	2.7250	Asia selvä , pomo .
asia	selvä	asia selvä	R	5971	2.7250	Asia selvä ...
asia	selvä	asia selvä	R	5971	2.7250	Asia selvä , humanoidi .
asia	selvä	asia selvä	R	5971	2.7250	Asia selvä , Clyde .
asia	selvä	asia selvä	R	5971	2.7250	Asia selvä , olen menossa .
asia	selvä	asia selvä	R	5971	2.7250	Asia selvä , Cooper , tee haluat .
asia	selvä	asia selvä	R	5971	2.7250	Asia selvä , .
asia	selvä	asia selvä	R	5971	2.7250	Asia selvä , pimu .
asia	selvä	asia selvä	R	5971	2.7250	Asia selvä , anna se maila tänne !
asia	selvä	asia selvä	R	5971	2.7250	Asia selvä , herra aliupseeri .
asia	selvä	asia selvä	R	5971	2.7250	Asia selvä , sir .
asia	selvä	asia selvä	R	5971	2.7250	Asia selvä , paskiainen , mennään !
asia	miettiä	mieti asiaa	L	5479	3.7317	Mieti asiaa .
asia	miettiä	mieti asiaa	L	5479	3.7317	Mieti asiaa ..
asia	miettiä	mieti asiaa	L	5479	3.7317	Mieti asiaa minun kannaltani .
asia	miettiä	mieti asiaa	L	5479	3.7317	Mieti asiaa , nauti siitä .
asia	miettiä	mieti asiaa	L	5479	3.7317	Mieti asiaa , George .
asia	miettiä	mieti asiaa	L	5479	3.7317	Mieti asiaa , soita minulle .
asia	miettiä	mieti asiaa	L	5479	3.7317	Mieti asiaa ilmoita päätöksesi Ginalle .
asia	miettiä	mieti asiaa	L	5479	3.7317	Mieti asiaa muutama viikko .
asia	miettiä	mieti asiaa	L	5479	3.7317	Mieti asiaa
asia	miettiä	mieti asiaa	L	5479	3.7317	Mieti asiaa , Jimmy .
asia	miettiä	mieti asiaa	L	5479	3.7317	Mieti asiaa joka kantilta .
asia	miettiä	mieti asiaa	L	5479	3.7317	Mieti asiaa soittele .
asia	miettiä	mieti asiaa	L	5479	3.7317	Mieti asiaa !
asia	miettiä	mieti asiaa	L	5479	3.7317	Mieti asiaa tältä kannalta .
asia	miettiä	mieti asiaa	L	5479	3.7317	Mieti asiaa ;
asia	miettiä	mieti asiaa	L	5479	3.7317	Mieti asiaa , Bolt .
asia	miettiä	mieti asiaa	L	5479	3.7317	Mieti asiaa , sankari !
asia	miettiä	mieti asiaa	L	5479	3.7317	Mieti asiaa toiselta kantilta .
asia	miettiä	mieti asiaa	L	5479	3.7317	Mieti asiaa muutama päivä .
asia	miettiä	mieti asiaa	L	5479	3.7317	Mieti asiaa , Ronnie .
asia	eri	eri asia	L	5287	4.4180	Tämä on eri asia .
asia	eri	eri asia	L	5287	4.4180	Asiantuntijan avustaminen on täysin eri asia sen tekee itse .
asia	eri	eri asia	L	5287	4.4180	Kaksisataatuhatta on eri asia kotiteatterit .
asia	eri	eri asia	L	5287	4.4180	Se on eri asia .
asia	eri	eri asia	L	5287	4.4180	... polun tunteminen on eri asia , sitä pitkin kulkeminen .
asia	eri	eri asia	L	5287	4.4180	te olette eri asia .
asia	eri	eri asia	L	5287	4.4180	Mikhail on eri asia .
asia	eri	eri asia	L	5287	4.4180	Olisi eri asia , seurustelisitte .
asia	eri	eri asia	L	5287	4.4180	On aivan eri asia , haluat vaikka Elimidateen .
asia	eri	eri asia	L	5287	4.4180	Expertin avustaminen on eri asia , todellakin eri asia ... tekisit sen itse .
asia	eri	eri asia	L	5287	4.4180	Se on aivan eri asia se amerikkalainen yritys tekee yhteistyötä hallituksen kanssa joka tappoi ihmistä
asia	eri	eri asia	L	5287	4.4180	Liha onkin eri asia .
asia	eri	eri asia	L	5287	4.4180	Hieman eri asia .
asia	eri	eri asia	L	5287	4.4180	Nyt on eri asia !
asia	eri	eri asia	L	5287	4.4180	Istuva nainen on ihan eri asia karjuva mies .
asia	eri	eri asia	L	5287	4.4180	maksavien asiakkaiden kanssa on eri asia .
asia	eri	eri asia	L	5287	4.4180	Tikasauto on tyystin eri asia .
asia	eri	eri asia	L	5287	4.4180	Naiset ovat eri asia .
asia	eri	eri asia	L	5287	4.4180	Se on aivan eri asia .
asia	eri	eri asia	L	5287	4.4180	Se , välittääkö hän meistä , on eri asia .
asia	selvittää	selvittää asian	L	4614	3.9923	Se voisi selvittää asian .
asia	selvittää	selvittää asian	L	4614	3.9923	Lupaan selvittää asian .
asia	selvittää	selvittää asian	L	4614	3.9923	Hän selvittää asian .
asia	selvittää	selvittää asian	L	4614	3.9923	Voisitko selvittää asian ?
asia	selvittää	selvittää asian	L	4614	3.9923	Yritän selvittää asian .
asia	selvittää	selvittää asian	L	4614	3.9923	Annoin tilaisuuden selvittää asian , te törsäsitte sen !
asia	selvittää	selvittää asian	L	4614	3.9923	Yritämme selvittää asian .
asia	selvittää	selvittää asian	L	4614	3.9923	Onneksi meille ei käynyt kuinkaan voimme selvittää asian ...
asia	selvittää	selvittää asian	L	4614	3.9923	Yritämme vain selvittää asian .
asia	selvittää	selvittää asian	L	4614	3.9923	Maan strategiset asiantuntijat ovat myöntäneet , he eivät tiedä mikä tämä uusi rotu on , lupaavat selvittää asian .
asia	selvittää	selvittää asian	L	4614	3.9923	Voimme selvittää asian .
asia	selvittää	selvittää asian	L	4614	3.9923	kyse on tunteistasi minua kohtaan , voimme selvittää asian .
asia	selvittää	selvittää asian	L	4614	3.9923	Toivoin voisimme selvittää asian hänen kanssaan .
asia	selvittää	selvittää asian	L	4614	3.9923	Vain yksi ihminen voisi selvittää asian . :
asia	selvittää	selvittää asian	L	4614	3.9923	Voit selvittää asian kerralla , voin ajatella sinua hyvällä .
asia	selvittää	selvittää asian	L	4614	3.9923	Halusin puhua hänen kanssaan , hän halusi selvittää asian sinun kanssasi .
asia	selvittää	selvittää asian	L	4614	3.9923	Aion selvittää asian .
asia	selvittää	selvittää asian	L	4614	3.9923	Niin , lupasit selvittää asian .
asia	selvittää	selvittää asian	L	4614	3.9923	Kyllä , hän selvittää asian .
asia	selvittää	selvittää asian	L	4614	3.9923	Toivoin Marnien olevan läsnä , voisimme selvittää asian yhdessä .
asia	puhua	puhua asiasta	L	4553	1.7897	"En ole voinut puhua asiasta muulle "" Metallican Larsille "" ."
asia	puhua	puhua asiasta	L	4553	1.7897	Hän puhui myös siitä , kuinka vaikeaa hänen on puhua asiasta sinulle , hän tuntee painostusta .
asia	puhua	puhua asiasta	L	4553	1.7897	Meidän ei pitäisi puhua asiasta .
asia	puhua	puhua asiasta	L	4553	1.7897	Voimme puhua asiasta , teitä kuunnellaan .
asia	puhua	puhua asiasta	L	4553	1.7897	Voimme puhua asiasta jälleen huomenna .
asia	puhua	puhua asiasta	L	4553	1.7897	Odotimme voisimme puhua asiasta kanssasi .
asia	puhua	puhua asiasta	L	4553	1.7897	Emme saisi puhua asiasta näin päätöksestä voi vielä valittaa .
asia	puhua	puhua asiasta	L	4553	1.7897	En haluaisi puhua asiasta , kohtelet ihmisiä epäkunnioittavasti .
asia	puhua	puhua asiasta	L	4553	1.7897	En halua puhua asiasta .
asia	puhua	puhua asiasta	L	4553	1.7897	Ehkä voisimme mennä syömään joskus puhua asiasta .
asia	puhua	puhua asiasta	L	4553	1.7897	Sinun ei tarvitse puhua asiasta , et halua .
asia	puhua	puhua asiasta	L	4553	1.7897	En voi puhua asiasta .
asia	puhua	puhua asiasta	L	4553	1.7897	Parempi puhua asiasta nyt .
asia	puhua	puhua asiasta	L	4553	1.7897	Voisimme pysähtyä , juoda puhua asiasta .
asia	puhua	puhua asiasta	L	4553	1.7897	Toin sinut tänne haluan puhua asiasta , joka on painanut mieltäni .
asia	puhua	puhua asiasta	L	4553	1.7897	Menen Viereiseen huoneeseen , niin voitte puhua asiasta .
asia	puhua	puhua asiasta	L	4553	1.7897	Jonain päivänä haluat puhua asiasta .
asia	puhua	puhua asiasta	L	4553	1.7897	Ymmärrän miksi halunnut puhua asiasta pojan kuullen .
asia	puhua	puhua asiasta	L	4553	1.7897	Voin vain sanoa , teidän pitää puhua asiasta Morganeille .
asia	puhua	puhua asiasta	L	4553	1.7897	haluat puhua asiasta ...
asia	tutkia	tutkin asiaa	L	4169	3.5923	Tutkin asiaa äärimmäisen tarkasti molemmista näkökulmista .
asia	tutkia	tutkin asiaa	L	4169	3.5923	Tutkin asiaa .
asia	tutkia	tutkin asiaa	L	4169	3.5923	Tutkin asiaa sain selville , hänellä on uhkapeliongelma .
asia	tutkia	tutkin asiaa	L	4169	3.5923	Tutkin asiaa monta vuotta .
asia	tutkia	tutkin asiaa	L	4169	3.5923	Tutkin asiaa palaan .
asia	tutkia	tutkin asiaa	L	4169	3.5923	Tutkin asiaa parhaani mukaan ,
asia	tutkia	tutkin asiaa	L	4169	3.5923	Tutkin asiaa huomenna .
asia	tutkia	tutkin asiaa	L	4169	3.5923	Tutkin asiaa paljon , tämä auto erottui joukosta .
asia	tutkia	tutkin asiaa	L	4169	3.5923	Tutkin asiaa , tässä sitä ollaan .
asia	tutkia	tutkin asiaa	L	4169	3.5923	Tutkin asiaa , vieraat olivat lähteneet .
asia	tutkia	tutkin asiaa	L	4169	3.5923	Tutkin asiaa ilmoitan , mitä löytyy .
asia	tutkia	tutkin asiaa	L	4169	3.5923	Tutkin asiaa , seuraan vain todisteita .
asia	tutkia	tutkin asiaa	L	4169	3.5923	Tutkin asiaa hieman , tässä on potentiaalia .
asia	tutkia	tutkin asiaa	L	4169	3.5923	Tutkin asiaa sairaalan johtajan kanssa .
asia	tutkia	tutkin asiaa	L	4169	3.5923	Tutkin asiaa tarkemmin huomasin hänet ilmeisesti irtisanottiin vuotta sitten , hänelle ei kerrottu .
asia	tutkia	tutkin asiaa	L	4169	3.5923	Tutkin asiaa perhesyistä .
asia	tutkia	tutkin asiaa	L	4169	3.5923	Tutkin asiaa
asia	tutkia	tutkin asiaa	L	4169	3.5923	Tutkin asiaa Jon kanssa .
asia	tutkia	tutkin asiaa	L	4169	3.5923	Tutkin asiaa soitan teille .
asia	tutkia	tutkin asiaa	L	4169	3.5923	Tutkin asiaa lääketieteellisessä kirjastossa Phoenixissa .
asia	ajatella	ajatellut asiaa	L	4012	2.5481	En ole edes ajatellut asiaa .
asia	ajatella	ajatellut asiaa	L	4012	2.5481	Olen ajatellut asiaa
asia	ajatella	ajatellut asiaa	L	4012	2.5481	En ajatellut asiaa .
asia	ajatella	ajatellut asiaa	L	4012	2.5481	Et ajatellut asiaa .
asia	ajatella	ajatellut asiaa	L	4012	2.5481	, oletko ajatellut asiaa ?
asia	ajatella	ajatellut asiaa	L	4012	2.5481	En ajatellut asiaa tuosta näkökulmasta .
asia	ajatella	ajatellut asiaa	L	4012	2.5481	En ole ajatellut asiaa .
asia	ajatella	ajatellut asiaa	L	4012	2.5481	Oletkin ajatellut asiaa .
asia	ajatella	ajatellut asiaa	L	4012	2.5481	Olen ajatellut asiaa , ...
asia	ajatella	ajatellut asiaa	L	4012	2.5481	En ole juurikaan ajatellut asiaa , pitäisi kai .
asia	ajatella	ajatellut asiaa	L	4012	2.5481	En ajatellut asiaa enempää ennen näin hänen vetävän ruumista pois arkusta .
asia	ajatella	ajatellut asiaa	L	4012	2.5481	Tiedän , sinä vihaat , minä olen ajatellut asiaa , enkä vihaa häntä .
asia	ajatella	ajatellut asiaa	L	4012	2.5481	Olen ajatellut asiaa .
asia	ajatella	ajatellut asiaa	L	4012	2.5481	En oikeastaan koskaan ajatellut asiaa näin .
asia	ajatella	ajatellut asiaa	L	4012	2.5481	Oletko ajatellut asiaa ?
asia	ajatella	ajatellut asiaa	L	4012	2.5481	Oletko ajatellut asiaa äitimme holhoojan ominaisuudessa ?
asia	ajatella	ajatellut asiaa	L	4012	2.5481	Ehkä en ajatellut asiaa loppuun .
asia	ajatella	ajatellut asiaa	L	4012	2.5481	Ette ole ajatellut asiaa kunnolla .
asia	ajatella	ajatellut asiaa	L	4012	2.5481	Barney olen ajatellut asiaa olen tullut siihen tulokseen , äitisi on oikeassa .
asia	ajatella	ajatellut asiaa	L	4012	2.5481	Hra Gannon , olen ajatellut asiaa paljon opettaa samaa kurssia vuodesta toiseen
asia	oma	omista asioistasi	L	3095	2.4165	Huolehdi omista asioistasi .
asia	oma	omista asioistasi	L	3095	2.4165	Pidä huoli omista asioistasi .
asia	oma	omista asioistasi	L	3095	2.4165	Huolehdi omista asioistasi , Del.
asia	oma	omista asioistasi	L	3095	2.4165	Pidä huolta omista asioistasi , huora .
asia	oma	omista asioistasi	L	3095	2.4165	Huolehdi omista asioistasi heitän sinut ulos ikkunasta .
asia	oma	omista asioistasi	L	3095	2.4165	Mene vain takaisin hienoon autoosi pidä huoli omista asioistasi .
asia	oma	omista asioistasi	L	3095	2.4165	Pidä huolta omista asioistasi .
asia	oma	omista asioistasi	L	3095	2.4165	Etkö voisi huolehtia vain omista asioistasi ?
asia	oma	omista asioistasi	L	3095	2.4165	Huolehdi vain omista asioistasi .
asia	oma	omista asioistasi	L	3095	2.4165	Pidä huoIi omista asioistasi .
asia	oma	omista asioistasi	L	3095	2.4165	Minun pitää Iopettaa , pidä huoIi omista asioistasi .
asia	oma	omista asioistasi	L	3095	2.4165	Ei mitään , huolehdit vain omista asioistasi .
asia	oma	omista asioistasi	L	3095	2.4165	sinä pitäisit huolen helvetti omista asioistasi ?
asia	oma	omista asioistasi	L	3095	2.4165	Huolehdi omista asioistasi , Machatý !
asia	oma	omista asioistasi	L	3095	2.4165	Olisit huolehtinut omista asioistasi , manaaja !
asia	oma	omista asioistasi	L	3095	2.4165	Pidä huoli omista asioistasi , John .
asia	oma	omista asioistasi	L	3095	2.4165	Minusta sinun on aika ruveta huolehtimaan omista asioistasi .
asia	oma	omista asioistasi	L	3095	2.4165	Pidä huolta omista asioistasi , senkin utelias paska !
asia	oma	omista asioistasi	L	3095	2.4165	Sinun pitää oppia huolehtimaan vain omista asioistasi .
asia	oma	omista asioistasi	L	3095	2.4165	Pidä huoli omista asioistasi !
asia	nähdä	nähnyt asioita	L	3089	1.1151	Olen nähnyt asioita , joista aikuinen mies menettää rauhastensa hallinnan .
asia	nähdä	nähnyt asioita	L	3089	1.1151	, sitten sinä olet nähnyt asioita joita minä en tule ikinä näkemään .
asia	nähdä	nähnyt asioita	L	3089	1.1151	Olen nähnyt asioita , joita ette uskoisi .
asia	nähdä	nähnyt asioita	L	3089	1.1151	Olen nähnyt asioita , joita et voi edes kuvitella .
asia	nähdä	nähnyt asioita	L	3089	1.1151	Siitä lähtien palasin , olen nähnyt asioita , joita minun ei pitäisi nähdä .
asia	nähdä	nähnyt asioita	L	3089	1.1151	Muistatko , puhuimme eilen siitä , olen nähnyt asioita ?
asia	nähdä	nähnyt asioita	L	3089	1.1151	Olen nähnyt asioita .
asia	nähdä	nähnyt asioita	L	3089	1.1151	Hybridi on tutkinut tilaa elämän kuoleman rajamailla nähnyt asioita , joita emme pysty edes kuvittelemaan .
asia	nähdä	nähnyt asioita	L	3089	1.1151	Tiedämme ainakin , hän on matkustellut , nähnyt asioita elänyt elämää .
asia	nähdä	nähnyt asioita	L	3089	1.1151	Olen nähnyt asioita , joita ihminen ei ole koskaan nähnyt .
asia	nähdä	nähnyt asioita	L	3089	1.1151	Olet vanha , olet nähnyt asioita .
asia	nähdä	nähnyt asioita	L	3089	1.1151	Olen nähnyt asioita , joita en osaa selittää , se ei tee minusta hirviötä .
asia	nähdä	nähnyt asioita	L	3089	1.1151	Hän sanoi , ettei se tapa , olen nähnyt asioita .
asia	nähdä	nähnyt asioita	L	3089	1.1151	Sen yön jälkeen Matty sekosi olen nähnyt asioita .
asia	nähdä	nähnyt asioita	L	3089	1.1151	Eikö hän nähnyt asioita ?
asia	nähdä	nähnyt asioita	L	3089	1.1151	Olen nähnyt asioita joita te ihmiset ette uskoisi .
asia	nähdä	nähnyt asioita	L	3089	1.1151	Olen nähnyt asioita , joita te ihmiset ette uskoisi .
asia	nähdä	nähnyt asioita	L	3089	1.1151	Onko minun muistutettava teitä , se mies on nähnyt asioita ?
asia	nähdä	nähnyt asioita	L	3089	1.1151	Olen nähnyt asioita , joita et voisi edes kuvitella .
asia	nähdä	nähnyt asioita	L	3089	1.1151	Olen nähnyt asioita , joita kukaan muu ei ole .
asia	paha	pahoja asioita	L	3015	1.9954	Hän sanoi pahoja asioita Jumalasta .
asia	paha	pahoja asioita	L	3015	1.9954	Kaikki on hyvin , eikä pahoja asioita näe .
